,cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
12,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-11-03,2016-11-06,Monmouth University,A+,748.0,lv,3.965234,50.0,44.0,4.0,,48.86765,43.396,4.8386,,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_110716/,48623,76176,11/7/16,09:35:33  8 Nov 2016
13,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Virginia,2016-11-03,2016-11-04,Public Policy Polling,B+,1238.0,lv,3.923524,48.0,43.0,1.0,,47.43805,42.32751,2.207659,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_COMIVA_110416.pdf,48349,75743,11/4/16,09:35:33  8 Nov 2016
14,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-11-01,2016-11-03,Marist College,A,940.0,lv,3.886329,44.0,43.0,6.0,,42.83406,43.43819,4.780429,,,http://www.mcclatchydc.com/news/politics-government/election/article112635048.html,48362,75818,11/4/16,09:35:33  8 Nov 2016
15,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Iowa,2016-11-01,2016-11-04,Selzer & Company,A+,800.0,lv,3.842234,39.0,46.0,6.0,,39.37561,45.66917,6.062713,,,http://www.desmoinesregister.com/story/news/politics/iowa-poll/2016/11/05/iowa-poll-trump-opens-7-point-lead-over-clinton/93347134/?hootPostID=244ad51ae6af519614281eb8c6904b90,48470,75957,11/5/16,09:35:33  8 Nov 2016
16,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-11-05,2016-11-07,The Times-Picayune/Lucid,,2521.0,lv,3.792648,45.0,40.0,5.0,,45.13966,42.26495,3.679914,,,https://luc.id/2016-presidential-tracker/,48771,76354,11/7/16,09:35:33  8 Nov 2016
17,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Wisconsin,2016-10-26,2016-10-31,Marquette University,A,1255.0,lv,3.789957,46.0,40.0,4.0,,46.10344,40.97982,2.897062,,,https://twitter.com/MULawPoll,48095,75264,11/2/16,09:35:33  8 Nov 2016
18,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,North Carolina,2016-11-04,2016-11-06,Siena College,A,800.0,lv,3.774139,44.0,44.0,3.0,,44.21875,45.0829,2.33525,,,http://www.nytimes.com/2016/11/08/upshot/trump-and-clinton-tied-in-final-upshot-poll-of-north-carolina.html,48524,76066,11/7/16,09:35:33  8 Nov 2016
19,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Georgia,2016-11-06,2016-11-06,Landmark Communications,B,1200.0,lv,3.752961,46.0,49.0,3.0,,45.0647,48.80363,3.662548,,,http://landmarkcommunications.net/landmarkrosetta-stone-releases-final-sunday-poll-of-georgia-voters-for-president-senate/,48525,76068,11/7/16,09:35:33  8 Nov 2016
20,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Florida,2016-11-03,2016-11-06,Quinnipiac University,A-,884.0,lv,3.718829,46.0,45.0,2.0,,46.44315,43.93999,2.09831,,,https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2401,48522,76060,11/7/16,09:35:33  8 Nov 2016
21,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,North Carolina,2016-11-03,2016-11-06,Quinnipiac University,A-,870.0,lv,3.677972,47.0,45.0,3.0,,47.43742,43.93745,3.09831,,,https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2401,48523,76062,11/7/16,09:35:33  8 Nov 2016
22,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Virginia,2016-10-27,2016-10-30,ABC News/Washington Post,A+,1024.0,lv,3.632387,48.0,42.0,6.0,,46.39152,41.58078,6.088089,,,https://www.washingtonpost.com/local/virginia-politics/clinton-leads-trump-in-virginia-in-new-washington-post-poll-propelled-by-voter-rich-northern-virginia/2016/10/31/1e560cce-9f9c-11e6-8832-23a007c77bb4_story.html,47880,74934,11/1/16,09:35:33  8 Nov 2016
23,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-11-01,2016-11-07,USC Dornsife/LA Times,,2972.0,lv,3.611297,43.61,46.84,,,45.32156,43.38579,,,,http://latimes.com/politics/,48917,76612,11/8/16,09:35:33  8 Nov 2016
24,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Georgia,2016-11-03,2016-11-06,Gravis Marketing,B-,2002.0,rv,3.572489,44.0,48.0,3.0,,43.83075,47.32734,3.726098,,,http://www.gravispolls.com/2016/11/multi-state-polls.html?m=1,48852,76448,11/7/16,09:35:33  8 Nov 2016
25,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Oregon,2016-11-03,2016-11-06,Gravis Marketing,B-,1963.0,rv,3.548932,44.0,40.0,6.0,,43.84735,39.33472,6.726098,,,http://www.gravispolls.com/2016/11/multi-state-polls.html?m=1,48855,76451,11/7/16,09:35:33  8 Nov 2016
26,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-11-01,2016-11-05,"RKM Research and Communications, Inc.",B+,1009.0,lv,3.472548,47.6,44.4,4.3,,47.63973,43.1608,4.761112,,,http://www.bostonherald.com/news/local_coverage/herald_bulldog/2016/11/fpuherald_poll_20_on_both_sides_wont_accept_rivals_win,48509,76029,11/7/16,09:35:33  8 Nov 2016
27,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Ohio,2016-11-03,2016-11-06,Gravis Marketing,B-,1781.0,rv,3.417108,42.0,48.0,4.0,,41.84073,47.33178,4.726098,,,http://www.gravispolls.com/2016/11/multi-state-polls.html?m=1,48854,76450,11/7/16,09:35:33  8 Nov 2016
28,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,South Carolina,2016-11-03,2016-11-06,Gravis Marketing,B-,1751.0,rv,3.393813,43.0,48.0,3.0,,42.83107,47.32748,3.726098,,,http://www.gravispolls.com/2016/11/multi-state-polls.html?m=1,48857,76453,11/7/16,09:35:33  8 Nov 2016
29,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Ohio,2016-11-02,2016-11-04,YouGov,B,1189.0,lv,3.384065,45.0,46.0,,,44.93624,45.09646,,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vvlr48n70w/OH_Prelim_20161106.pdf,48481,75977,11/6/16,09:35:33  8 Nov 2016
30,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Virginia,2016-11-01,2016-11-02,Remington,,3076.0,lv,3.373787,46.0,44.0,,,45.27399,41.91459,,,,http://docs.axiomstrategies.com/wp-content/uploads/2016/11/ABC_Press_Release-110616.pdf,48494,76000,11/6/16,09:35:33  8 Nov 2016
31,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,New York,2016-11-03,2016-11-06,Gravis Marketing,B-,1681.0,rv,3.337564,55.0,36.0,2.0,,54.84194,35.33231,2.726098,,,http://www.gravispolls.com/2016/11/multi-state-polls.html?m=1,48853,76449,11/7/16,09:35:33  8 Nov 2016
32,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Michigan,2016-11-03,2016-11-04,Public Policy Polling,B+,957.0,lv,3.331139,46.0,41.0,6.0,,45.44545,40.33095,7.207659,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_COMIVA_110416.pdf,48348,75741,11/4/16,09:35:33  8 Nov 2016
33,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,North Carolina,2016-10-31,2016-11-01,Public Policy Polling,B+,1169.0,lv,3.322677,49.0,47.0,,,47.90348,45.94813,,,,https://cdn.americanprogress.org/content/uploads/sites/2/2016/11/03143903/NationalMemo112-Final.pdf,48326,75699,11/4/16,09:35:33  8 Nov 2016
34,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Wisconsin,2016-11-01,2016-11-02,Remington,,2720.0,lv,3.256398,49.0,41.0,,,48.22713,38.86464,,,,http://docs.axiomstrategies.com/wp-content/uploads/2016/11/ABC_Press_Release-110616.pdf,48495,76001,11/6/16,09:35:33  8 Nov 2016
35,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Pennsylvania,2016-11-01,2016-11-02,Remington,,2683.0,lv,3.245717,46.0,45.0,,,45.30896,42.94988,,,,http://docs.axiomstrategies.com/wp-content/uploads/2016/11/ABC_Press_Release-110616.pdf,48493,75999,11/6/16,09:35:33  8 Nov 2016
36,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Virginia,2016-11-01,2016-11-06,Christopher Newport University,B-,1193.0,lv,3.233819,48.0,42.0,3.0,,48.93321,43.6221,1.996604,,,http://www.nbc12.com/story/33645067/poll-clinton-leading-trump-by-6-points-in-va,48512,76034,11/7/16,09:35:33  8 Nov 2016
37,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,North Carolina,2016-11-01,2016-11-02,Remington,,2596.0,lv,3.219699,45.0,48.0,,,44.39882,46.0411,,,,http://docs.axiomstrategies.com/wp-content/uploads/2016/11/ABC_Press_Release-110616.pdf,48491,75997,11/6/16,09:35:33  8 Nov 2016
38,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Ohio,2016-11-01,2016-11-02,Remington,,2557.0,lv,3.207606,44.0,45.0,,,43.03321,42.67245,,,,http://docs.axiomstrategies.com/wp-content/uploads/2016/11/ABC_Press_Release-110616.pdf,48492,75998,11/6/16,09:35:33  8 Nov 2016
39,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Georgia,2016-11-03,2016-11-05,YouGov,B,995.0,lv,3.185894,43.0,49.0,4.0,,43.80799,48.99024,5.169494,,,https://today.yougov.com/news/2016/11/07/yougov-final-polls-battleground-states/,48682,76245,11/7/16,09:35:33  8 Nov 2016
40,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Missouri,2016-10-31,2016-11-01,Public Policy Polling,B+,1083.0,lv,3.173688,37.0,50.0,4.0,,36.55124,49.59908,5.028656,,,http://images.campaignpartner.net/images/15290/MissouriResults112.pdf,48119,75343,11/2/16,09:35:33  8 Nov 2016
41,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,New Hampshire,2016-11-04,2016-11-05,Emerson College,B,1000.0,lv,3.168547,45.4,43.8,4.5,,45.37532,41.71392,4.769466,,,projects.fivethirtyeight.com/polls/20161107_Swing_1.pdf,48519,76055,11/7/16,09:35:33  8 Nov 2016
42,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Arizona,2016-11-03,2016-11-06,Gravis Marketing,B-,1453.0,rv,3.133701,43.0,45.0,3.0,,42.84287,44.33273,3.726098,,,http://www.gravispolls.com/2016/11/multi-state-polls.html?m=1,48851,76447,11/7/16,09:35:33  8 Nov 2016
43,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-10-31,2016-11-06,CVOTER International,C+,1625.0,lv,3.132291,48.91,46.13,,,47.01806,42.04561,,,,http://www.upi.com/Top_News/US/2016/11/07/UPICVoter-poll-Hillary-Clinton-holds-slim-lead-over-Donald-Trump-on-eve-of-election/5881478528364/,48615,76159,11/7/16,09:35:33  8 Nov 2016
44,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Florida,2016-11-01,2016-11-02,Remington,,2352.0,lv,3.123244,45.0,48.0,,,44.85722,46.49677,,,,http://docs.axiomstrategies.com/wp-content/uploads/2016/11/ABC_Press_Release-110616.pdf,48489,75995,11/6/16,09:35:33  8 Nov 2016
45,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Pennsylvania,2016-10-31,2016-11-01,Public Policy Polling,B+,1050.0,lv,3.114036,48.0,44.0,,,46.81404,42.86101,,,,https://cdn.americanprogress.org/content/uploads/sites/2/2016/11/03143903/NationalMemo112-Final.pdf,48329,75702,11/4/16,09:35:33  8 Nov 2016
46,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-11-04,2016-11-05,Morning Consult,,1482.0,lv,3.083018,45.0,42.0,8.0,,46.2831,43.27167,6.904304,,,https://morningconsult.com/2016/11/06/final-2016-poll-morning-consult/,48477,75968,11/6/16,09:35:33  8 Nov 2016
47,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Pennsylvania,2016-11-03,2016-11-05,YouGov,B,931.0,lv,3.069021,45.0,43.0,4.0,,45.82043,42.99602,5.169494,,,https://today.yougov.com/news/2016/11/07/yougov-final-polls-battleground-states/,48683,76246,11/7/16,09:35:33  8 Nov 2016
48,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Nevada,2016-11-03,2016-11-06,Gravis Marketing,B-,1158.0,lv,3.059317,45.0,43.0,4.0,,43.52706,40.25877,5.414673,,,http://www.gravispolls.com/2016/11/final-gravis-marketing-nevada-poll-2016.html?m=1,48689,76269,11/7/16,09:35:33  8 Nov 2016
49,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Colorado,2016-11-03,2016-11-06,Gravis Marketing,B-,1378.0,rv,3.058729,44.0,43.0,5.0,,43.84619,42.3342,5.726098,,,http://www.gravispolls.com/2016/11/multi-state-polls.html?m=1,48850,76446,11/7/16,09:35:33  8 Nov 2016
50,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Florida,2016-11-02,2016-11-04,YouGov,B,1188.0,rv,3.053852,45.0,45.0,,,47.07455,46.99468,,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mwbtap4dgs/FL_Prelim_20161106.pdf,48482,75978,11/6/16,09:35:33  8 Nov 2016
51,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-10-31,2016-11-06,SurveyMonkey,C-,70194.0,lv,3.020698,47.0,41.0,6.0,,45.65592,40.37888,3.677361,,,http://www.nbcnews.com/storyline/data-points/poll-eve-election-day-clinton-maintains-her-edge-over-trump-n678816,48515,76043,11/7/16,09:35:33  8 Nov 2016
52,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Wisconsin,2016-11-01,2016-11-02,Clarity Campaign Labs,B,1129.0,lv,2.987877,47.0,43.0,4.0,,47.83631,42.94844,4.024297,,,http://projects.fivethirtyeight.com/polls/11072016_sen.pdf,48621,76170,11/7/16,09:35:33  8 Nov 2016
53,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Ohio,2016-11-04,2016-11-05,Emerson College,B,900.0,lv,2.984264,38.9,45.6,6.8,,38.85865,43.50651,7.069466,,,projects.fivethirtyeight.com/polls/20161107_Swing_1.pdf,48516,76052,11/7/16,09:35:33  8 Nov 2016
54,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,New Hampshire,2016-11-03,2016-11-06,University of New Hampshire,B+,692.0,lv,2.974129,49.0,38.0,6.0,,48.71549,39.2107,6.444664,,,http://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_fall_pressengov110616.pdf,48497,76013,11/6/16,09:35:33  8 Nov 2016
55,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Pennsylvania,2016-11-01,2016-11-04,Clarity Campaign Labs,B,1033.0,lv,2.97223,47.0,43.0,4.0,,47.77524,42.83232,4.096484,,,http://projects.fivethirtyeight.com/polls/11072016_sen.pdf,48620,76169,11/7/16,09:35:33  8 Nov 2016
56,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-10-20,2016-10-25,Pew Research Center,B+,2120.0,rv,2.969116,46.0,40.0,6.0,,45.82386,42.70839,3.531025,,,http://www.people-press.org/2016/10/27/as-election-nears-voters-divided-over-democracy-and-respect/,47616,74519,10/27/16,09:35:33  8 Nov 2016
57,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Florida,2016-10-20,2016-10-24,SurveyUSA,A,1251.0,lv,2.954021,48.0,45.0,2.0,,46.74555,45.86589,1.52073,,,http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/cfn/2016/10/25/florida_decides_polls_presidential_race.html#pdfs,47465,74252,10/25/16,09:35:33  8 Nov 2016
58,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,California,2016-10-25,2016-10-31,YouGov,B,1498.0,lv,2.951676,53.0,33.0,4.0,,53.93975,34.06845,4.511946,,,http://www.sacbee.com/news/politics-government/capitol-alert/article112168782.html,48125,75391,11/3/16,09:35:33  8 Nov 2016
59,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,U.S.,2016-11-02,2016-11-06,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,2.951606,45.0,43.0,4.0,,45.56041,43.13745,4.418502,,,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_nov7,48613,76157,11/7/16,09:35:33  8 Nov 2016
60,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Colorado,2016-11-01,2016-11-02,Remington,,1863.0,lv,2.934303,42.0,41.0,,,40.24119,37.87783,,,,http://docs.axiomstrategies.com/wp-content/uploads/2016/11/ABC_Press_Release-110616.pdf,48488,75994,11/6/16,09:35:33  8 Nov 2016
61,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,New York,2016-11-03,2016-11-04,Siena College,A,617.0,lv,2.903992,51.0,34.0,5.0,,51.30942,35.12664,4.344325,,,http://files.constantcontact.com/9c83fb30501/486bf15f-bd24-43fa-988f-79ba63efc430.pdf,48478,75969,11/6/16,09:35:33  8 Nov 2016
62,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Nevada,2016-11-01,2016-11-02,Remington,,1793.0,lv,2.898775,45.0,46.0,,,43.87231,43.51139,,,,http://docs.axiomstrategies.com/wp-content/uploads/2016/11/ABC_Press_Release-110616.pdf,48490,75996,11/6/16,09:35:33  8 Nov 2016
63,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Pennsylvania,2016-11-03,2016-11-06,Gravis Marketing,B-,1220.0,rv,2.885523,46.0,40.0,7.0,,45.83721,39.33021,7.726098,,,http://www.gravispolls.com/2016/11/multi-state-polls.html?m=1,48856,76452,11/7/16,09:35:33  8 Nov 2016
64,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Arizona,2016-10-30,2016-11-01,Marist College,A,719.0,lv,2.859202,40.0,45.0,9.0,,38.85863,45.72376,7.587354,,,http://www.wsj.com/articles/new-poll-finds-close-race-in-georgia-1478206826,48211,75509,11/3/16,09:35:33  8 Nov 2016
65,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Missouri,2016-11-01,2016-11-02,Clarity Campaign Labs,B,1036.0,lv,2.852793,38.0,54.0,,,37.65693,52.77196,,,,http://projects.fivethirtyeight.com/polls/11072016_sen.pdf,48622,76171,11/7/16,09:35:33  8 Nov 2016
66,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Wisconsin,2016-11-03,2016-11-06,Gravis Marketing,B-,1184.0,rv,2.842833,47.0,44.0,3.0,,46.84436,43.33339,3.726098,,,http://www.gravispolls.com/2016/11/multi-state-polls.html?m=1,48858,76454,11/7/16,09:35:33  8 Nov 2016
67,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Washington,2016-10-31,2016-11-02,SurveyUSA,A,681.0,lv,2.811729,50.0,38.0,4.0,,48.87802,36.95385,4.691579,,,http://www.surveyusa.com/client/PollReport.aspx?g=befe5f60-092c-48e8-b36f-b5ae8e28048e,48365,75831,11/4/16,09:35:33  8 Nov 2016
68,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Virginia,2016-11-01,2016-11-04,Gravis Marketing,B-,1362.0,rv,2.810909,47.0,42.0,4.0,,46.97759,41.41807,4.720103,,,http://www.breitbart.com/2016-presidential-race/2016/11/07/exclusive-breitbart-gravis-polls-swing-state-roundup/,48772,76355,11/7/16,09:35:33  8 Nov 2016
69,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Wisconsin,2016-10-31,2016-11-01,Public Policy Polling,B+,891.0,lv,2.805241,48.0,41.0,,,46.73323,39.78602,,,,https://cdn.americanprogress.org/content/uploads/sites/2/2016/11/03143903/NationalMemo112-Final.pdf,48330,75703,11/4/16,09:35:33  8 Nov 2016
70,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,California,2016-10-22,2016-10-30,Greenberg Quinlan Rosner/American Viewpoint,B+,1382.0,lv,2.797422,54.0,30.0,4.0,,54.28659,31.63001,3.403508,,,https://gqrr.app.box.com/s/e43t1oo48vr9kfrz5t1fhl3qbfsoz39v,48321,75803,11/4/16,09:35:33  8 Nov 2016
71,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Georgia,2016-10-30,2016-11-01,Marist College,A,707.0,lv,2.795523,44.0,45.0,8.0,,42.81871,45.65459,6.587354,,,http://www.wsj.com/articles/new-poll-finds-close-race-in-georgia-1478206826,48209,75507,11/3/16,09:35:33  8 Nov 2016
72,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,California,2016-10-28,2016-10-31,SurveyUSA,A,747.0,lv,2.794053,56.0,35.0,4.0,,54.86451,34.27885,4.457467,,,http://sanfrancisco.cbslocal.com/2016/11/01/surveyusa-kpix-5-poll-hillary-clinton-donald-trump-prop-64-marijuana/,48011,75087,11/1/16,09:35:33  8 Nov 2016
73,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Florida,2016-11-01,2016-11-07,SurveyMonkey,C-,4092.0,lv,2.785524,47.0,45.0,4.0,,45.5919,44.32744,1.69243,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48869,76559,11/8/16,09:35:33  8 Nov 2016
74,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Texas,2016-10-30,2016-11-01,Marist College,A,679.0,lv,2.747991,40.0,49.0,6.0,,38.84342,49.69741,4.587354,,,http://www.wsj.com/articles/new-poll-finds-close-race-in-georgia-1478206826,48210,75508,11/3/16,09:35:33  8 Nov 2016
75,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,2016-11-08,Missouri,2016-10-31,2016-11-01,Remington,,1722.0,lv,2.741439,39.0,52.0,4.0,,39.02343,50.77483,5.124639,,,http://projects.fivethirtyeight.com/polls/20161103_MO_1.pdf,48186,75458,11/3/16,09:35:33  8 Nov 2016
