Row_ID,Calendar_Year,Model_Year,NVVar1,NVVar2,NVVar3,NVVar4,HasLoss
4698245,2006,1988,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1613353,2006,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4010204,2006,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10513334,2006,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8399858,2007,2003,6.62711,-0.2661168,-0.2723372,-0.2514189,0
3789718,2006,2000,-0.2315299,-0.2661168,-0.2723372,3.068692,0
10950434,2005,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5743744,2007,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9942696,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1330385,2007,1996,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8198203,2007,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1240435,2005,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10863979,2006,1994,-0.2315299,1.5637228,3.3130555,-0.2514189,0
12465755,2005,2002,-0.2315299,2.7836161,-0.2723372,-0.2514189,0
9499218,2007,2007,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3730857,2007,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11318808,2006,1987,6.62711,-0.2661168,-0.2723372,-0.2514189,0
5614575,2006,2000,-0.2315299,-0.2661168,8.691144,-0.2514189,0
3041727,2007,1992,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8853464,2007,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10217368,2007,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1736427,2007,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4752359,2007,1993,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
2597828,2007,2006,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1579469,2007,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1489237,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5505403,2007,1996,-0.2315299,4.3084822,-0.2723372,-0.2514189,0
2242335,2007,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7760329,2005,1987,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1719843,2005,1993,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11771209,2007,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5390075,2005,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
783173,2006,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6370997,2007,2006,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4289313,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1616319,2007,2007,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5290477,2005,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6659055,2006,2001,3.1977899,-0.2661168,-0.2723372,3.068692,0
12787384,2005,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12724729,2006,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
13087026,2005,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12566288,2005,1989,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7217198,2006,1996,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
844037,2007,1999,-0.2315299,2.7836161,-0.2723372,-0.2514189,0
6068477,2007,2002,-0.2315299,-0.2661168,-0.2723372,1.9619883,0
12071078,2005,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6415308,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7207613,2005,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6923925,2007,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11082229,2005,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
2781206,2005,1996,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3871176,2005,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5817186,2007,2007,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9281954,2005,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
187899,2005,1990,-0.2315299,4.3084822,-0.2723372,-0.2514189,0
9376813,2007,2002,-0.2315299,-0.2661168,-0.2723372,3.068692,0
2067098,2006,2002,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3771169,2005,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5648873,2006,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1818228,2007,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10861519,2005,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10813545,2005,1995,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
85574,2007,1996,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12276346,2005,1996,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
788767,2007,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9034894,2007,2007,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4829446,2007,1995,3.1977899,-0.2661168,-0.2723372,3.068692,0
10781688,2005,2002,-0.2315299,-0.2661168,2.7154899,-0.2514189,0
11870259,2006,2002,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5557599,2007,1988,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6111245,2007,2004,-0.2315299,2.7836161,-0.2723372,-0.2514189,0
5295586,2005,1996,3.1977899,-0.2661168,-0.2723372,3.068692,0
16488,2005,2001,-0.2315299,2.7836161,-0.2723372,-0.2514189,0
12004329,2007,2001,-0.2315299,-0.2661168,1.9685332,-0.2514189,0
6250949,2005,1990,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4263694,2007,2007,-0.2315299,-0.2661168,5.1057515,-0.2514189,0
3858399,2006,2006,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
2774934,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9762037,2005,1982,-0.2315299,2.7836161,-0.2723372,-0.2514189,0
9016903,2006,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
490023,2005,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12290139,2005,1988,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4341518,2005,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
2935438,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5829153,2006,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6516246,2005,1994,-0.2315299,2.7836161,-0.2723372,-0.2514189,0
5712417,2005,1995,-0.2315299,-0.2661168,-0.2723372,3.068692,0
9713856,2006,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
141187,2007,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1753183,2007,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4074753,2006,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9237383,2006,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11878836,2005,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7989207,2006,1994,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3343283,2005,2000,-0.2315299,4.3084822,4.2094035,-0.2514189,0
5470323,2006,2005,-0.2315299,-0.2661168,2.7154899,-0.2514189,0
2641735,2007,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10377969,2007,1995,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4753237,2007,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9860904,2005,2002,-0.2315299,-0.2661168,2.7154899,-0.2514189,0
1820754,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9126414,2007,2005,-0.2315299,-0.2661168,-0.2723372,6.3888025,0
12656276,2005,1981,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6390715,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10817133,2006,2000,-0.2315299,-0.2661168,2.7154899,-0.2514189,0
6013479,2005,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4282557,2005,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11257503,2005,1990,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10541375,2006,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6221514,2006,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8214235,2006,1999,3.1977899,-0.2661168,-0.2723372,-0.2514189,0
4910936,2005,1986,2.0546834,-0.2661168,-0.2723372,-0.2514189,0
8973018,2005,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9802603,2006,2006,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5804728,2007,1996,-0.2315299,-0.2661168,2.7154899,-0.2514189,0
3784627,2005,1994,-0.2315299,-0.2661168,1.520359,1.0766255,0
1673284,2005,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6259618,2005,2000,-0.2315299,-0.2661168,-0.2723372,3.068692,0
251526,2007,1993,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8093578,2005,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4672324,2006,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3331913,2005,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7970427,2007,2002,-0.2315299,-0.2661168,-0.2723372,1.9619883,0
8266577,2006,1986,-0.2315299,-0.2661168,-0.2723372,3.068692,0
492324,2006,1981,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1064757,2006,1998,-0.2315299,-0.2661168,2.7154899,-0.2514189,0
1131888,2006,1985,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9216998,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12486748,2007,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8599475,2005,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12613375,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1873316,2007,2000,6.62711,-0.2661168,-0.2723372,-0.2514189,0
11764884,2006,1989,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
2986977,2006,2007,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7747958,2007,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4741456,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11324138,2006,1993,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8520688,2006,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9735789,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4692335,2007,1999,-0.2315299,2.7836161,-0.2723372,-0.2514189,0
4275425,2005,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4061176,2006,2004,3.1977899,-0.2661168,-0.2723372,-0.2514189,0
7493508,2005,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7410423,2006,2002,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7417893,2006,1991,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6309849,2007,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
602306,2005,1998,-0.2315299,2.0211828,1.9685332,-0.2514189,0
4756486,2007,2006,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6794345,2005,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4575216,2005,2005,-0.2315299,-0.2661168,-0.2723372,3.068692,0
9261697,2005,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7093043,2005,1995,-0.2315299,-0.2661168,-0.2723372,6.3888025,0
7446134,2007,1991,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5854488,2005,1995,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
38346,2007,1992,-0.2315299,-0.2661168,1.9685332,1.4086365,0
5347248,2007,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5140856,2007,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4865474,2007,1996,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8799516,2007,1993,-0.2315299,2.7836161,1.2215763,0.8552847,0
1628798,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7567986,2006,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10248689,2007,1989,3.1977899,-0.2661168,-0.2723372,-0.2514189,0
10232219,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12165489,2006,2001,-0.2315299,-0.2661168,-0.2723372,6.3888025,0
137056,2006,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7235285,2006,2005,1.1401981,3.3935626,-0.2723372,-0.2514189,0
9625893,2007,2004,-0.2315299,-0.2661168,-0.2723372,1.9619883,0
13080459,2005,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7211616,2007,2002,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7596766,2007,1992,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7571954,2005,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6444753,2006,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
814706,2005,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9834758,2007,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12009286,2007,1990,-0.2315299,-0.2661168,-0.2723372,3.068692,0
8041455,2006,2000,-0.2315299,-0.2661168,2.7154899,-0.2514189,0
13139086,2005,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3702435,2006,1990,-0.2315299,2.7836161,-0.2723372,-0.2514189,0
369807,2005,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8582237,2007,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9914647,2007,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
13060956,2005,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4880987,2007,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8490385,2006,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12978039,2005,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8003233,2006,2004,-0.2315299,4.3084822,-0.2723372,-0.2514189,0
10272659,2005,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12340104,2007,2007,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3481875,2006,1996,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11493087,2005,1992,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6353735,2007,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7478687,2006,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
2382606,2007,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
187747,2006,2002,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7214344,2007,2007,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10625286,2005,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8212715,2007,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
2043528,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
2455747,2007,1999,-0.2315299,-0.2661168,1.9685332,1.4086365,0
10096847,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1632939,2007,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11584517,2007,1997,1.4831301,2.0211828,-0.2723372,-0.2514189,0
1793799,2005,1997,-0.2315299,-0.2661168,-0.2723372,6.3888025,0
2914853,2007,2006,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
2729536,2005,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9743099,2006,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10537779,2005,1994,-0.2315299,-0.2661168,-0.2723372,3.068692,0
5289348,2005,1991,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9238676,2007,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3504906,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6242398,2007,1992,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9815558,2005,1994,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5600443,2006,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9978544,2007,1989,-0.2315299,-0.2661168,4.2094035,-0.2514189,0
4421366,2007,2006,4.3408966,-0.2661168,-0.2723372,-0.2514189,0
115234,2007,2006,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4094994,2005,2006,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9720936,2006,1995,2.0546834,-0.2661168,2.7154899,-0.2514189,0
8720549,2007,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5323756,2007,1996,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10583799,2006,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4625897,2007,2002,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8075057,2005,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11094725,2007,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11129815,2006,2007,-0.2315299,-0.2661168,-0.2723372,3.068692,0
2769887,2006,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3602897,2006,2005,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5488839,2007,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5260616,2006,2006,6.62711,-0.2661168,-0.2723372,-0.2514189,0
13023347,2005,1994,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12505517,2007,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9116933,2007,1998,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7788158,2007,1994,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10625386,2007,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
5872915,2006,2002,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
4171036,2005,1996,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10915829,2006,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9288336,2005,1999,-0.2315299,-0.2661168,-0.2723372,3.068692,0
10614919,2006,2002,3.1977899,-0.2661168,-0.2723372,3.068692,0
8398159,2007,1999,-0.2315299,-0.2661168,-0.2723372,3.068692,0
13051487,2006,2006,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3769449,2006,2001,3.1977899,-0.2661168,-0.2723372,3.068692,0
5287156,2005,1997,-0.2315299,-0.2661168,2.7154899,-0.2514189,0
9781377,2007,1986,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
652514,2007,1995,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3755854,2006,1990,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
7208609,2006,2000,3.1977899,-0.2661168,-0.2723372,-0.2514189,0
6340174,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
9215856,2007,1984,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
12324986,2007,2003,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10108143,2006,2000,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
1698543,2005,1999,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10134238,2005,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
11063409,2007,2004,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
3146036,2005,2003,-0.2315299,-0.2661168,4.2094035,-0.2514189,0
6733746,2006,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
6352153,2006,2001,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
8599054,2007,2007,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
10461248,2007,1997,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0
